date,instrument_id,instrument_description,asset_class,price,yield_pct,spread_bps,implied_vol_pct,px_bid,px_ask,px_mid,price_type,source,last_update_utc
2025-02-14,DEMO-CORP-016,Synthetic HKD corporate bond,CREDIT,118.25374,2.655498,107.171042,,118.135486,118.371994,118.25374,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.735493,2.45755,91.320123,,110.624757,110.846228,110.735493,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.246428,2.443432,93.217581,,110.136182,110.356675,110.246428,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.295818,2.428095,94.394705,,110.185522,110.406114,110.295818,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,111.330857,2.426691,93.191115,,111.219526,111.442188,111.330857,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,111.007225,2.413559,94.83616,,110.896218,111.118232,111.007225,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.347294,2.47206,90.026537,,110.236947,110.457641,110.347294,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.46324,2.463065,92.844546,,110.352777,110.573704,110.46324,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.292555,2.460038,89.712275,,110.182263,110.402848,110.292555,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.1368,2.476395,85.033039,,110.026663,110.246937,110.1368,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.757377,2.42151,87.183243,,110.64662,110.868134,110.757377,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.446351,2.433405,85.266245,,110.335905,110.556798,110.446351,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.822527,2.370852,85.631032,,110.711705,110.93335,110.822527,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.037173,2.446263,85.54741,,109.927136,110.147211,110.037173,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.496699,2.471092,88.065258,,110.386202,110.607196,110.496699,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,109.931281,2.54348,87.85858,,109.82135,110.041213,109.931281,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.848451,2.581826,89.808514,,110.737603,110.959299,110.848451,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,111.181362,2.549474,87.150116,,111.07018,111.292543,111.181362,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,110.156989,2.543312,87.340567,,110.046832,110.267146,110.156989,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,109.618106,2.550543,86.40283,,109.508488,109.727724,109.618106,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,109.9876,2.486458,90.822796,,109.877613,110.097588,109.9876,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,108.420907,2.533357,88.482361,,108.312486,108.529328,108.420907,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,109.363325,2.529774,88.675534,,109.253961,109.472688,109.363325,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,109.581664,2.506188,87.108536,,109.472082,109.691246,109.581664,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-CORP-017,Synthetic CNH corporate bond,CREDIT,107.916307,2.543583,87.849489,,107.80839,108.024223,107.916307,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.199843,2.544395,98.227614,,113.086643,113.313042,113.199843,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.346644,2.523955,96.305298,,113.233298,113.459991,113.346644,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,115.079398,2.490907,96.937505,,114.964319,115.194478,115.079398,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,115.373948,2.517259,98.63996,,115.258574,115.489322,115.373948,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,114.660319,2.440692,99.832056,,114.545659,114.774979,114.660319,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,115.37932,2.427617,102.000374,,115.26394,115.494699,115.37932,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,115.418061,2.446209,101.112224,,115.302643,115.53348,115.418061,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,115.969472,2.384381,102.423525,,115.853503,116.085442,115.969472,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,115.360936,2.377049,101.32692,,115.245575,115.476297,115.360936,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,114.214799,2.422213,100.910371,,114.100584,114.329014,114.214799,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.094311,2.362384,95.856915,,112.981217,113.207406,113.094311,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.097169,2.361198,92.308375,,112.984072,113.210266,113.097169,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.350487,2.360272,90.390504,,112.238136,112.462837,112.350487,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.594124,2.403331,89.413464,,112.481529,112.706718,112.594124,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.831622,2.368598,89.288644,,113.71779,113.945453,113.831622,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.98621,2.413652,85.405007,,113.872224,114.100197,113.98621,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.98816,2.449232,88.043334,,112.875172,113.101149,112.98816,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,113.782067,2.405497,89.690564,,113.668285,113.895849,113.782067,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.877006,2.436991,84.954582,,112.764129,112.989883,112.877006,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.470945,2.386644,85.412359,,112.358475,112.583416,112.470945,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.215806,2.385425,82.510065,,112.10359,112.328021,112.215806,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,111.390302,2.426791,80.490249,,111.278912,111.501693,111.390302,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-CORP-MISSING,Synthetic USD corporate bond,CREDIT,112.628764,2.420785,74.952702,,112.516135,112.741393,112.628764,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-01-14,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,115.658238,2.531772,99.386037,,115.54258,115.773897,115.658238,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,114.709907,2.532505,101.518247,,114.595197,114.824617,114.709907,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.962294,2.541947,99.691504,,112.849331,113.075256,112.962294,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.605039,2.515622,97.255356,,112.492434,112.717644,112.605039,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,111.95225,2.529602,94.83393,,111.840298,112.064202,111.95225,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,110.90105,2.550593,95.144766,,110.790149,111.011951,110.90105,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,111.039748,2.539832,93.759952,,110.928708,111.150788,111.039748,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,109.710113,2.555514,95.181516,,109.600403,109.819823,109.710113,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,109.491582,2.482034,95.151119,,109.38209,109.601073,109.491582,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,110.424168,2.395102,94.038423,,110.313743,110.534592,110.424168,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,111.141015,2.379091,91.044395,,111.029874,111.252157,111.141015,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,111.463871,2.439568,90.039451,,111.352407,111.575335,111.463871,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,111.560017,2.433454,95.077241,,111.448457,111.671577,111.560017,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.354451,2.44158,94.433022,,112.242097,112.466806,112.354451,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.772547,2.429538,92.596647,,112.659775,112.88532,112.772547,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.696823,2.445972,92.047471,,112.584126,112.80952,112.696823,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.703826,2.452872,92.361439,,112.591122,112.81653,112.703826,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.388114,2.397663,90.614641,,112.275726,112.500502,112.388114,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.273624,2.327116,89.627289,,112.16135,112.385898,112.273624,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,111.930481,2.373084,90.768213,,111.81855,112.042411,111.930481,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.363209,2.418306,89.497848,,112.250846,112.475572,112.363209,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.246527,2.441853,90.010931,,112.13428,112.358773,112.246527,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,112.574798,2.421499,90.172996,,112.462223,112.687373,112.574798,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-CORP-STALE,Synthetic JPY corporate bond,CREDIT,114.508618,2.441246,90.461601,,114.39411,114.623127,114.508618,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-01-14,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,119.210269,2.683103,,,119.091059,119.32948,119.210269,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,118.370909,2.687265,,,118.252538,118.48928,118.370909,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,118.760405,2.61635,,,118.641645,118.879166,118.760405,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,117.742905,2.613587,,,117.625162,117.860648,117.742905,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,117.628281,2.611459,,,117.510652,117.745909,117.628281,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,118.103068,2.563706,,,117.984965,118.221171,118.103068,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,116.394005,2.601993,,,116.277611,116.510399,116.394005,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,115.318061,2.632178,,,115.202743,115.433379,115.318061,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,112.654187,2.62661,,,112.541533,112.766841,112.654187,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,114.396894,2.665441,,,114.282497,114.511291,114.396894,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,113.835,2.688491,,,113.721165,113.948835,113.835,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,113.172019,2.620596,,,113.058847,113.285191,113.172019,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,113.381567,2.57741,,,113.268186,113.494949,113.381567,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,114.328765,2.582984,,,114.214437,114.443094,114.328765,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,113.447516,2.510255,,,113.334069,113.560964,113.447516,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,114.395348,2.473094,,,114.280953,114.509744,114.395348,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,114.402028,2.459664,,,114.287626,114.51643,114.402028,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,115.274214,2.496325,,,115.15894,115.389489,115.274214,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,113.288524,2.451646,,,113.175235,113.401812,113.288524,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,114.30461,2.459448,,,114.190306,114.418915,114.30461,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,114.32605,2.446527,,,114.211723,114.440376,114.32605,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,115.518291,2.413893,,,115.402773,115.63381,115.518291,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,115.883817,2.36075,,,115.767933,115.999701,115.883817,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-GOVT-005,Synthetic JPY sovereign bond,RATES,115.69218,2.367398,,,115.576488,115.807872,115.69218,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,122.779971,2.749259,,,122.657191,122.902751,122.779971,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.681353,2.727165,,,121.559672,121.803035,121.681353,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.744896,2.705579,,,121.623151,121.866641,121.744896,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,122.120269,2.722235,,,121.998148,122.242389,122.120269,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.320699,2.704551,,,121.199378,121.442019,121.320699,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.432811,2.733072,,,121.311378,121.554243,121.432811,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.601814,2.687974,,,121.480212,121.723416,121.601814,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,120.953109,2.64384,,,120.832156,121.074062,120.953109,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,122.365335,2.670909,,,122.24297,122.487701,122.365335,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,122.126686,2.653219,,,122.00456,122.248813,122.126686,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.10309,2.637023,,,120.981987,121.224193,121.10309,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,120.261087,2.635803,,,120.140826,120.381348,120.261087,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,119.895275,2.635731,,,119.775379,120.01517,119.895275,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,119.607188,2.6158,,,119.487581,119.726795,119.607188,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,120.192834,2.528648,,,120.072642,120.313027,120.192834,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,118.651813,2.509466,,,118.533161,118.770465,118.651813,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,118.682296,2.489025,,,118.563614,118.800978,118.682296,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,117.520446,2.497295,,,117.402926,117.637967,117.520446,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,118.832633,2.553069,,,118.7138,118.951466,118.832633,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,120.276123,2.593509,,,120.155847,120.396399,120.276123,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.175449,2.60681,,,121.054274,121.296624,121.175449,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,121.288212,2.613301,,,121.166923,121.4095,121.288212,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,120.391962,2.561489,,,120.27157,120.512353,120.391962,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-GOVT-006,Synthetic JPY sovereign bond,RATES,120.740168,2.591941,,,120.619428,120.860908,120.740168,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,125.92457,2.874356,,,125.798645,126.050494,125.92457,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.919802,2.884014,,,126.792882,127.046722,126.919802,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.716787,2.776788,,,127.589071,127.844504,127.716787,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.670349,2.76733,,,126.543679,126.797019,126.670349,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.744366,2.786063,,,126.617622,126.87111,126.744366,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.887035,2.798474,,,126.760148,127.013923,126.887035,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.049218,2.754124,,,126.922169,127.176267,127.049218,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.164838,2.690463,,,126.038674,126.291003,126.164838,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.582793,2.769275,,,126.45621,126.709375,126.582793,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.310358,2.769841,,,127.183047,127.437668,127.310358,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.310891,2.75396,,,126.18458,126.437202,126.310891,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.116679,2.732435,,,126.989563,127.243796,127.116679,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
